Origin,Type,Year,Latitude,Longitude,Import
Republic of Korea,Motor Vehicle,2017,36.338,128.16,215.2
Others,Motor Vehicle,2017,,,299.7
Japan,Motor Vehicle,2017,35.962,137.855,644.3
India,Motor Vehicle,2017,22.741,78.236,334.3
Germany,Motor Vehicle,2017,51.3819,9.9877,110.3
France,Motor Vehicle,2017,46.656,2.543,0
China,Motor Vehicle,2017,35.1753,99.3877,84.2
Australia,Motor Vehicle,2017,-24.578,133.582,0
United States,Motor Vehicle,2016,40.0792,-98.8164,10.1
United Kingdom,Motor Vehicle,2016,52.289,-1.259,6
Thailand,Motor Vehicle,2016,15.688,100.845,254.6
Sweden,Motor Vehicle,2016,66.2188,19,22.7
Singapore,Motor Vehicle,2016,1.3389,103.8297,1
Republic of Korea,Motor Vehicle,2016,36.338,128.16,29.6
Others,Motor Vehicle,2016,,,56.6
Japan,Motor Vehicle,2016,35.962,137.855,114.7
India,Motor Vehicle,2016,22.741,78.236,37.6
Germany,Motor Vehicle,2016,51.3819,9.9877,48.5
France,Motor Vehicle,2016,46.656,2.543,0
China,Motor Vehicle,2016,35.1753,99.3877,7.6
Australia,Motor Vehicle,2016,-24.578,133.582,0
United States,Motor Vehicle,2015,40.0792,-98.8164,13.3
United Kingdom,Motor Vehicle,2015,52.289,-1.259,9.3
Thailand,Motor Vehicle,2015,15.688,100.845,444.5
Sweden,Motor Vehicle,2015,66.2188,19,8.9
Singapore,Motor Vehicle,2015,1.3389,103.8297,4.7
Republic of Korea,Motor Vehicle,2015,36.338,128.16,25.8
Others,Motor Vehicle,2015,,,40.6
Japan,Motor Vehicle,2015,35.962,137.855,112.7
India,Motor Vehicle,2015,22.741,78.236,24.8
Germany,Motor Vehicle,2015,51.3819,9.9877,59.2
France,Motor Vehicle,2015,46.656,2.543,0
China,Motor Vehicle,2015,35.1753,99.3877,13.2
Australia,Motor Vehicle,2015,-24.578,133.582,0
United States,Motor Vehicle,2014,40.0792,-98.8164,50.6
United Kingdom,Motor Vehicle,2014,52.289,-1.259,53.9
Thailand,Motor Vehicle,2014,15.688,100.845,1000.7
Sweden,Motor Vehicle,2014,66.2188,19,22.6
Singapore,Motor Vehicle,2014,1.3389,103.8297,52.9
Republic of Korea,Motor Vehicle,2014,36.338,128.16,123.4
Others,Motor Vehicle,2014,,,113.7
Japan,Motor Vehicle,2014,35.962,137.855,555.7
India,Motor Vehicle,2014,22.741,78.236,133.1
Germany,Motor Vehicle,2014,51.3819,9.9877,158.9
France,Motor Vehicle,2014,46.656,2.543,0
China,Motor Vehicle,2014,35.1753,99.3877,63.4
Australia,Motor Vehicle,2014,-24.578,133.582,0
United States,Motor Vehicle,2013,40.0792,-98.8164,75
United Kingdom,Motor Vehicle,2013,52.289,-1.259,59.2
Thailand,Motor Vehicle,2013,15.688,100.845,1484
Sweden,Motor Vehicle,2013,66.2188,19,60.3
Singapore,Motor Vehicle,2013,1.3389,103.8297,95
Republic of Korea,Motor Vehicle,2013,36.338,128.16,204.6
Others,Motor Vehicle,2013,,,172.4
Japan,Motor Vehicle,2013,35.962,137.855,801.7
India,Motor Vehicle,2013,22.741,78.236,83
Germany,Motor Vehicle,2013,51.3819,9.9877,202.6
France,Motor Vehicle,2013,46.656,2.543,0
China,Motor Vehicle,2013,35.1753,99.3877,124
Australia,Motor Vehicle,2013,-24.578,133.582,0
United States,Motor Vehicle,2012,40.0792,-98.8164,258.7
United Kingdom,Motor Vehicle,2012,52.289,-1.259,228.8
Thailand,Motor Vehicle,2012,15.688,100.845,2033.1
Sweden,Motor Vehicle,2012,66.2188,19,247
Singapore,Motor Vehicle,2012,1.3389,103.8297,196.5
Republic of Korea,Motor Vehicle,2012,36.338,128.16,63.3
Others,Motor Vehicle,2012,,,264
Japan,Motor Vehicle,2012,35.962,137.855,1574.5
India,Motor Vehicle,2012,22.741,78.236,347.7
Germany,Motor Vehicle,2012,51.3819,9.9877,171.5
France,Motor Vehicle,2012,46.656,2.543,0
China,Motor Vehicle,2012,35.1753,99.3877,157.1
Australia,Motor Vehicle,2012,-24.578,133.582,0
United States,Motor Vehicle,2011,40.0792,-98.8164,293.3
United Kingdom,Motor Vehicle,2011,52.289,-1.259,122.7
Thailand,Motor Vehicle,2011,15.688,100.845,1412.8
Sweden,Motor Vehicle,2011,66.2188,19,181.6
Singapore,Motor Vehicle,2011,1.3389,103.8297,65
Republic of Korea,Motor Vehicle,2011,36.338,128.16,61.5
Others,Motor Vehicle,2011,,,210.3
Japan,Motor Vehicle,2011,35.962,137.855,1208
India,Motor Vehicle,2011,22.741,78.236,370.7
Germany,Motor Vehicle,2011,51.3819,9.9877,171
France,Motor Vehicle,2011,46.656,2.543,0
China,Motor Vehicle,2011,35.1753,99.3877,99.3
Australia,Motor Vehicle,2011,-24.578,133.582,0
United States,Motor Vehicle,2010,40.0792,-98.8164,70
United Kingdom,Motor Vehicle,2010,52.289,-1.259,76.2
Thailand,Motor Vehicle,2010,15.688,100.845,1195.5
Sweden,Motor Vehicle,2010,66.2188,19,98
Singapore,Motor Vehicle,2010,1.3389,103.8297,51.3
Republic of Korea,Motor Vehicle,2010,36.338,128.16,48.9
Others,Motor Vehicle,2010,,,131.2
Japan,Motor Vehicle,2010,35.962,137.855,828.9
India,Motor Vehicle,2010,22.741,78.236,196.6
Germany,Motor Vehicle,2010,51.3819,9.9877,122.4
France,Motor Vehicle,2010,46.656,2.543,0
China,Motor Vehicle,2010,35.1753,99.3877,44.3
Australia,Motor Vehicle,2010,-24.578,133.582,0
United States,Motor Vehicle,2009,40.0792,-98.8164,68.8
United Kingdom,Motor Vehicle,2009,52.289,-1.259,26.8
Thailand,Motor Vehicle,2009,15.688,100.845,556.3
Sweden,Motor Vehicle,2009,66.2188,19,59.7
Singapore,Motor Vehicle,2009,1.3389,103.8297,90.5
Republic of Korea,Motor Vehicle,2009,36.338,128.16,38
Others,Motor Vehicle,2009,,,134.5
Japan,Motor Vehicle,2009,35.962,137.855,344.2
India,Motor Vehicle,2009,22.741,78.236,92
Germany,Motor Vehicle,2009,51.3819,9.9877,58.5
France,Motor Vehicle,2009,46.656,2.543,0
China,Motor Vehicle,2009,35.1753,99.3877,33
Australia,Motor Vehicle,2009,-24.578,133.582,0
United States,Motor Vehicle,2008,40.0792,-98.8164,196.2
United Kingdom,Motor Vehicle,2008,52.289,-1.259,91.6
Thailand,Motor Vehicle,2008,15.688,100.845,1000.5
Sweden,Motor Vehicle,2008,66.2188,19,57.2
Singapore,Motor Vehicle,2008,1.3389,103.8297,122.7
Republic of Korea,Motor Vehicle,2008,36.338,128.16,17.3
Others,Motor Vehicle,2008,,,186.1
Japan,Motor Vehicle,2008,35.962,137.855,463.6
India,Motor Vehicle,2008,22.741,78.236,99.7
Germany,Motor Vehicle,2008,51.3819,9.9877,60.9
France,Motor Vehicle,2008,46.656,2.543,0
China,Motor Vehicle,2008,35.1753,99.3877,39.3
Australia,Motor Vehicle,2008,-24.578,133.582,0
United States,Motor Vehicle,2007,40.0792,-98.8164,16.5
United Kingdom,Motor Vehicle,2007,52.289,-1.259,31.5
Thailand,Motor Vehicle,2007,15.688,100.845,584.6
Sweden,Motor Vehicle,2007,66.2188,19,34.1
Singapore,Motor Vehicle,2007,1.3389,103.8297,23.5
Republic of Korea,Motor Vehicle,2007,36.338,128.16,7.4
Others,Motor Vehicle,2007,,,119.2
Japan,Motor Vehicle,2007,35.962,137.855,242.1
India,Motor Vehicle,2007,22.741,78.236,60
Germany,Motor Vehicle,2007,51.3819,9.9877,38.3
France,Motor Vehicle,2007,46.656,2.543,0
China,Motor Vehicle,2007,35.1753,99.3877,6.1
Australia,Motor Vehicle,2007,-24.578,133.582,0
United States,Motor Vehicle,2006,40.0792,-98.8164,127.4
United Kingdom,Motor Vehicle,2006,52.289,-1.259,17.6
Thailand,Motor Vehicle,2006,15.688,100.845,415.6
Sweden,Motor Vehicle,2006,66.2188,19,0
Singapore,Motor Vehicle,2006,1.3389,103.8297,37.3
Republic of Korea,Motor Vehicle,2006,36.338,128.16,8.2
Others,Motor Vehicle,2006,,,106
Japan,Motor Vehicle,2006,35.962,137.855,271.9
India,Motor Vehicle,2006,22.741,78.236,0
Germany,Motor Vehicle,2006,51.3819,9.9877,33.2
France,Motor Vehicle,2006,46.656,2.543,11.6
China,Motor Vehicle,2006,35.1753,99.3877,0
Australia,Motor Vehicle,2006,-24.578,133.582,15
United States,Motor Vehicle,2005,40.0792,-98.8164,188.3
United Kingdom,Motor Vehicle,2005,52.289,-1.259,29.1
Thailand,Motor Vehicle,2005,15.688,100.845,519.7
Sweden,Motor Vehicle,2005,66.2188,19,0
Singapore,Motor Vehicle,2005,1.3389,103.8297,100.1
Republic of Korea,Motor Vehicle,2005,36.338,128.16,19.4
Others,Motor Vehicle,2005,,,139.1
Japan,Motor Vehicle,2005,35.962,137.855,324.8
India,Motor Vehicle,2005,22.741,78.236,0
Germany,Motor Vehicle,2005,51.3819,9.9877,45
France,Motor Vehicle,2005,46.656,2.543,10.2
China,Motor Vehicle,2005,35.1753,99.3877,0
Australia,Motor Vehicle,2005,-24.578,133.582,9
United States,Motor Vehicle,2004,40.0792,-98.8164,62
United Kingdom,Motor Vehicle,2004,52.289,-1.259,15.7
Thailand,Motor Vehicle,2004,15.688,100.845,448.2
Sweden,Motor Vehicle,2004,66.2188,19,0
Singapore,Motor Vehicle,2004,1.3389,103.8297,23.5
Republic of Korea,Motor Vehicle,2004,36.338,128.16,25.4
Others,Motor Vehicle,2004,,,72.1
Japan,Motor Vehicle,2004,35.962,137.855,273.1
India,Motor Vehicle,2004,22.741,78.236,0
Germany,Motor Vehicle,2004,51.3819,9.9877,46.1
France,Motor Vehicle,2004,46.656,2.543,12.4
China,Motor Vehicle,2004,35.1753,99.3877,0
Australia,Motor Vehicle,2004,-24.578,133.582,7.3
United States,Motor Vehicle,2003,40.0792,-98.8164,97.6
United Kingdom,Motor Vehicle,2003,52.289,-1.259,10.1
Thailand,Motor Vehicle,2003,15.688,100.845,174.1
Sweden,Motor Vehicle,2003,66.2188,19,0
Singapore,Motor Vehicle,2003,1.3389,103.8297,22.1
Republic of Korea,Motor Vehicle,2003,36.338,128.16,23.6
Others,Motor Vehicle,2003,,,45.2
Japan,Motor Vehicle,2003,35.962,137.855,141.4
India,Motor Vehicle,2003,22.741,78.236,0
Germany,Motor Vehicle,2003,51.3819,9.9877,24.2
France,Motor Vehicle,2003,46.656,2.543,13.2
China,Motor Vehicle,2003,35.1753,99.3877,0
Australia,Motor Vehicle,2003,-24.578,133.582,11.2
United States,Motor Vehicle,2002,40.0792,-98.8164,66.7
United Kingdom,Motor Vehicle,2002,52.289,-1.259,5.7
Thailand,Motor Vehicle,2002,15.688,100.845,36.3
Sweden,Motor Vehicle,2002,66.2188,19,0
Singapore,Motor Vehicle,2002,1.3389,103.8297,39
Republic of Korea,Motor Vehicle,2002,36.338,128.16,23.5
Others,Motor Vehicle,2002,,,34
Japan,Motor Vehicle,2002,35.962,137.855,86.6
India,Motor Vehicle,2002,22.741,78.236,0
Germany,Motor Vehicle,2002,51.3819,9.9877,23.6
France,Motor Vehicle,2002,46.656,2.543,9.3
China,Motor Vehicle,2002,35.1753,99.3877,0
Australia,Motor Vehicle,2002,-24.578,133.582,10.2
United States,Motor Vehicle,2001,40.0792,-98.8164,100.4
United Kingdom,Motor Vehicle,2001,52.289,-1.259,10.2
Thailand,Motor Vehicle,2001,15.688,100.845,5.4
Sweden,Motor Vehicle,2001,66.2188,19,0
Singapore,Motor Vehicle,2001,1.3389,103.8297,19.7
Republic of Korea,Motor Vehicle,2001,36.338,128.16,40.4
Others,Motor Vehicle,2001,,,40.4
Japan,Motor Vehicle,2001,35.962,137.855,129.2
India,Motor Vehicle,2001,22.741,78.236,0
Germany,Motor Vehicle,2001,51.3819,9.9877,35.2
France,Motor Vehicle,2001,46.656,2.543,29
China,Motor Vehicle,2001,35.1753,99.3877,0
Australia,Motor Vehicle,2001,-24.578,133.582,13
United States,Motor Vehicle,2000,40.0792,-98.8164,86.6
United Kingdom,Motor Vehicle,2000,52.289,-1.259,10.3
Thailand,Motor Vehicle,2000,15.688,100.845,3.4
Sweden,Motor Vehicle,2000,66.2188,19,0
Singapore,Motor Vehicle,2000,1.3389,103.8297,21.2
Republic of Korea,Motor Vehicle,2000,36.338,128.16,57
Others,Motor Vehicle,2000,,,25.1
Japan,Motor Vehicle,2000,35.962,137.855,88.8
India,Motor Vehicle,2000,22.741,78.236,0
Germany,Motor Vehicle,2000,51.3819,9.9877,52.2
France,Motor Vehicle,2000,46.656,2.543,12.3
China,Motor Vehicle,2000,35.1753,99.3877,0
Australia,Motor Vehicle,2000,-24.578,133.582,9.2
United States,Meat,2017,40.0792,-98.8164,55.9826
Singapore,Meat,2017,1.3389,103.8297,0.0605
Others,Meat,2017,,,172.1924
New Zealand,Meat,2017,-42.558,172.377,46.9149
Malaysia,Meat,2017,4.416,102.099,0.1852
Japan,Meat,2017,35.962,137.855,0.4014
Australia,Meat,2017,-24.578,133.582,296.2917
United States,Meat,2016,40.0792,-98.8164,38.0002
Singapore,Meat,2016,1.3389,103.8297,0.0696
Others,Meat,2016,,,142.7895
New Zealand,Meat,2016,-42.558,172.377,65.4878
Malaysia,Meat,2016,4.416,102.099,0.1806
Japan,Meat,2016,35.962,137.855,0.1712
Australia,Meat,2016,-24.578,133.582,312.1311
United States,Meat,2015,40.0792,-98.8164,10.4269
Singapore,Meat,2015,1.3389,103.8297,0.0376
Others,Meat,2015,,,0
New Zealand,Meat,2015,-42.558,172.377,45.9395
Malaysia,Meat,2015,4.416,102.099,0.2312
Japan,Meat,2015,35.962,137.855,0.0383
Australia,Meat,2015,-24.578,133.582,183.9209
United States,Meat,2014,40.0792,-98.8164,26.5987
Singapore,Meat,2014,1.3389,103.8297,0.1765
Others,Meat,2014,,,0.1416
New Zealand,Meat,2014,-42.558,172.377,85.9352
Malaysia,Meat,2014,4.416,102.099,0
Japan,Meat,2014,35.962,137.855,0.0612
Australia,Meat,2014,-24.578,133.582,319.6343
United States,Meat,2013,40.0792,-98.8164,15.4616
Singapore,Meat,2013,1.3389,103.8297,0.1738
Others,Meat,2013,,,0
New Zealand,Meat,2013,-42.558,172.377,44.9899
Malaysia,Meat,2013,4.416,102.099,0
Japan,Meat,2013,35.962,137.855,0
Australia,Meat,2013,-24.578,133.582,177.9871
United States,Meat,2012,40.0792,-98.8164,6.6502
Singapore,Meat,2012,1.3389,103.8297,0.0015
Others,Meat,2012,,,0.0001
New Zealand,Meat,2012,-42.558,172.377,35.5965
Malaysia,Meat,2012,4.416,102.099,0
Japan,Meat,2012,35.962,137.855,0
Australia,Meat,2012,-24.578,133.582,113.7573
United States,Meat,2011,40.0792,-98.8164,25.5316
Singapore,Meat,2011,1.3389,103.8297,0.1972
Others,Meat,2011,,,0.6225
New Zealand,Meat,2011,-42.558,172.377,99.562
Malaysia,Meat,2011,4.416,102.099,0
Japan,Meat,2011,35.962,137.855,0
Australia,Meat,2011,-24.578,133.582,195.5068
United States,Meat,2010,40.0792,-98.8164,23.8556
Singapore,Meat,2010,1.3389,103.8297,4.0457
Others,Meat,2010,,,2.7015
New Zealand,Meat,2010,-42.558,172.377,149.2092
Malaysia,Meat,2010,4.416,102.099,0
Japan,Meat,2010,35.962,137.855,0
Australia,Meat,2010,-24.578,133.582,215.1821
United States,Iron Pipe & Steel,2017,40.0792,-98.8164,18.8
Thailand,Iron Pipe & Steel,2017,15.688,100.845,23.5
Singapore,Iron Pipe & Steel,2017,1.3389,103.8297,58.7
Republic of Korea,Iron Pipe & Steel,2017,36.338,128.16,52
Others,Iron Pipe & Steel,2017,,,121.6
Japan,Iron Pipe & Steel,2017,35.962,137.855,255.4
Italy,Iron Pipe & Steel,2017,44.3713,11.1084,23.5
India,Iron Pipe & Steel,2017,22.741,78.236,8.5
Germany,Iron Pipe & Steel,2017,51.3819,9.9877,59.9
France,Iron Pipe & Steel,2017,46.656,2.543,2.8
China,Iron Pipe & Steel,2017,35.1753,99.3877,190.9
United States,Iron Pipe & Steel,2016,40.0792,-98.8164,30.7
Thailand,Iron Pipe & Steel,2016,15.688,100.845,20.4
Singapore,Iron Pipe & Steel,2016,1.3389,103.8297,70
Republic of Korea,Iron Pipe & Steel,2016,36.338,128.16,27.9
Others,Iron Pipe & Steel,2016,,,117
Japan,Iron Pipe & Steel,2016,35.962,137.855,88.9
Italy,Iron Pipe & Steel,2016,44.3713,11.1084,16.3
India,Iron Pipe & Steel,2016,22.741,78.236,3.4
Germany,Iron Pipe & Steel,2016,51.3819,9.9877,16.5
France,Iron Pipe & Steel,2016,46.656,2.543,2.4
China,Iron Pipe & Steel,2016,35.1753,99.3877,143.9
United States,Iron Pipe & Steel,2015,40.0792,-98.8164,8.5
Thailand,Iron Pipe & Steel,2015,15.688,100.845,44.5
Singapore,Iron Pipe & Steel,2015,1.3389,103.8297,90.5
Republic of Korea,Iron Pipe & Steel,2015,36.338,128.16,28.6
Others,Iron Pipe & Steel,2015,,,134.9
Japan,Iron Pipe & Steel,2015,35.962,137.855,161.3
Italy,Iron Pipe & Steel,2015,44.3713,11.1084,38.8
India,Iron Pipe & Steel,2015,22.741,78.236,36.2
Germany,Iron Pipe & Steel,2015,51.3819,9.9877,17.9
France,Iron Pipe & Steel,2015,46.656,2.543,15.6
China,Iron Pipe & Steel,2015,35.1753,99.3877,250.2
United States,Iron Pipe & Steel,2014,40.0792,-98.8164,44.9
Thailand,Iron Pipe & Steel,2014,15.688,100.845,39.2
Singapore,Iron Pipe & Steel,2014,1.3389,103.8297,229.2
Republic of Korea,Iron Pipe & Steel,2014,36.338,128.16,143.6
Others,Iron Pipe & Steel,2014,,,384.6
Japan,Iron Pipe & Steel,2014,35.962,137.855,309.5
Italy,Iron Pipe & Steel,2014,44.3713,11.1084,86.3
India,Iron Pipe & Steel,2014,22.741,78.236,10.2
Germany,Iron Pipe & Steel,2014,51.3819,9.9877,86.8
France,Iron Pipe & Steel,2014,46.656,2.543,19.1
China,Iron Pipe & Steel,2014,35.1753,99.3877,436.5
United States,Iron Pipe & Steel,2013,40.0792,-98.8164,67.1
Thailand,Iron Pipe & Steel,2013,15.688,100.845,61.2
Singapore,Iron Pipe & Steel,2013,1.3389,103.8297,218.9
Republic of Korea,Iron Pipe & Steel,2013,36.338,128.16,154.3
Others,Iron Pipe & Steel,2013,,,260.3
Japan,Iron Pipe & Steel,2013,35.962,137.855,372.3
Italy,Iron Pipe & Steel,2013,44.3713,11.1084,79.6
India,Iron Pipe & Steel,2013,22.741,78.236,12
Germany,Iron Pipe & Steel,2013,51.3819,9.9877,484.9
France,Iron Pipe & Steel,2013,46.656,2.543,93
China,Iron Pipe & Steel,2013,35.1753,99.3877,499
United States,Iron Pipe & Steel,2012,40.0792,-98.8164,69.6
Thailand,Iron Pipe & Steel,2012,15.688,100.845,30.2
Singapore,Iron Pipe & Steel,2012,1.3389,103.8297,251.9
Republic of Korea,Iron Pipe & Steel,2012,36.338,128.16,164.1
Others,Iron Pipe & Steel,2012,,,367.2
Japan,Iron Pipe & Steel,2012,35.962,137.855,742.1
Italy,Iron Pipe & Steel,2012,44.3713,11.1084,90.1
India,Iron Pipe & Steel,2012,22.741,78.236,137
Germany,Iron Pipe & Steel,2012,51.3819,9.9877,45
France,Iron Pipe & Steel,2012,46.656,2.543,56.4
China,Iron Pipe & Steel,2012,35.1753,99.3877,600.9
United States,Iron Pipe & Steel,2011,40.0792,-98.8164,50.1
Thailand,Iron Pipe & Steel,2011,15.688,100.845,35.1
Singapore,Iron Pipe & Steel,2011,1.3389,103.8297,193.8
Republic of Korea,Iron Pipe & Steel,2011,36.338,128.16,93
Others,Iron Pipe & Steel,2011,,,200.1
Japan,Iron Pipe & Steel,2011,35.962,137.855,347.7
Italy,Iron Pipe & Steel,2011,44.3713,11.1084,79.5
India,Iron Pipe & Steel,2011,22.741,78.236,91.7
Germany,Iron Pipe & Steel,2011,51.3819,9.9877,42.2
France,Iron Pipe & Steel,2011,46.656,2.543,92.8
China,Iron Pipe & Steel,2011,35.1753,99.3877,405
United States,Iron Pipe & Steel,2010,40.0792,-98.8164,43.9
Thailand,Iron Pipe & Steel,2010,15.688,100.845,35.2
Singapore,Iron Pipe & Steel,2010,1.3389,103.8297,268.1
Republic of Korea,Iron Pipe & Steel,2010,36.338,128.16,88.2
Others,Iron Pipe & Steel,2010,,,134.8
Japan,Iron Pipe & Steel,2010,35.962,137.855,426.9
Italy,Iron Pipe & Steel,2010,44.3713,11.1084,52.7
India,Iron Pipe & Steel,2010,22.741,78.236,8.9
Germany,Iron Pipe & Steel,2010,51.3819,9.9877,105.8
France,Iron Pipe & Steel,2010,46.656,2.543,54.2
China,Iron Pipe & Steel,2010,35.1753,99.3877,375.8
United States,Iron Pipe & Steel,2009,40.0792,-98.8164,35.8
Thailand,Iron Pipe & Steel,2009,15.688,100.845,22.9
Singapore,Iron Pipe & Steel,2009,1.3389,103.8297,301.9
Republic of Korea,Iron Pipe & Steel,2009,36.338,128.16,136.7
Others,Iron Pipe & Steel,2009,,,133
Japan,Iron Pipe & Steel,2009,35.962,137.855,269.8
Italy,Iron Pipe & Steel,2009,44.3713,11.1084,26.3
India,Iron Pipe & Steel,2009,22.741,78.236,15.3
Germany,Iron Pipe & Steel,2009,51.3819,9.9877,33.9
France,Iron Pipe & Steel,2009,46.656,2.543,25.7
China,Iron Pipe & Steel,2009,35.1753,99.3877,331.5
United States,Iron Pipe & Steel,2008,40.0792,-98.8164,73.2
Thailand,Iron Pipe & Steel,2008,15.688,100.845,28.3
Singapore,Iron Pipe & Steel,2008,1.3389,103.8297,345.6
Republic of Korea,Iron Pipe & Steel,2008,36.338,128.16,97.4
Others,Iron Pipe & Steel,2008,,,204.1
Japan,Iron Pipe & Steel,2008,35.962,137.855,366.6
Italy,Iron Pipe & Steel,2008,44.3713,11.1084,34.8
India,Iron Pipe & Steel,2008,22.741,78.236,10.9
Germany,Iron Pipe & Steel,2008,51.3819,9.9877,34.8
France,Iron Pipe & Steel,2008,46.656,2.543,35
China,Iron Pipe & Steel,2008,35.1753,99.3877,331.2
United States,Iron Pipe & Steel,2007,40.0792,-98.8164,50.9
Thailand,Iron Pipe & Steel,2007,15.688,100.845,19.6
Singapore,Iron Pipe & Steel,2007,1.3389,103.8297,61.6
Republic of Korea,Iron Pipe & Steel,2007,36.338,128.16,45.9
Others,Iron Pipe & Steel,2007,,,63.5
Japan,Iron Pipe & Steel,2007,35.962,137.855,97.4
Italy,Iron Pipe & Steel,2007,44.3713,11.1084,26.3
India,Iron Pipe & Steel,2007,22.741,78.236,4.2
Germany,Iron Pipe & Steel,2007,51.3819,9.9877,22.2
France,Iron Pipe & Steel,2007,46.656,2.543,19.9
China,Iron Pipe & Steel,2007,35.1753,99.3877,194.4
United States,Iron Pipe & Steel,2006,40.0792,-98.8164,30.6
Thailand,Iron Pipe & Steel,2006,15.688,100.845,22.5
Taiwan,Iron Pipe & Steel,2006,23.6091,120.8353,13.2
Singapore,Iron Pipe & Steel,2006,1.3389,103.8297,56.9
Republic of Korea,Iron Pipe & Steel,2006,36.338,128.16,33.9
Others,Iron Pipe & Steel,2006,,,114.2
Japan,Iron Pipe & Steel,2006,35.962,137.855,132.1
India,Iron Pipe & Steel,2006,22.741,78.236,50.8
Germany,Iron Pipe & Steel,2006,51.3819,9.9877,18.9
France,Iron Pipe & Steel,2006,46.656,2.543,48.8
China,Iron Pipe & Steel,2006,35.1753,99.3877,142
United States,Iron Pipe & Steel,2005,40.0792,-98.8164,52.2
Thailand,Iron Pipe & Steel,2005,15.688,100.845,30.4
Taiwan,Iron Pipe & Steel,2005,23.6091,120.8353,16.6
Singapore,Iron Pipe & Steel,2005,1.3389,103.8297,76.7
Republic of Korea,Iron Pipe & Steel,2005,36.338,128.16,43
Others,Iron Pipe & Steel,2005,,,104.2
Japan,Iron Pipe & Steel,2005,35.962,137.855,194.8
India,Iron Pipe & Steel,2005,22.741,78.236,21.7
Germany,Iron Pipe & Steel,2005,51.3819,9.9877,16.8
France,Iron Pipe & Steel,2005,46.656,2.543,77.7
China,Iron Pipe & Steel,2005,35.1753,99.3877,131.2
United States,Iron Pipe & Steel,2004,40.0792,-98.8164,36.3
Thailand,Iron Pipe & Steel,2004,15.688,100.845,19.6
Taiwan,Iron Pipe & Steel,2004,23.6091,120.8353,13.1
Singapore,Iron Pipe & Steel,2004,1.3389,103.8297,47.7
Republic of Korea,Iron Pipe & Steel,2004,36.338,128.16,20.5
Others,Iron Pipe & Steel,2004,,,41
Japan,Iron Pipe & Steel,2004,35.962,137.855,77.6
India,Iron Pipe & Steel,2004,22.741,78.236,2.1
Germany,Iron Pipe & Steel,2004,51.3819,9.9877,11.9
France,Iron Pipe & Steel,2004,46.656,2.543,31.8
China,Iron Pipe & Steel,2004,35.1753,99.3877,31
United States,Iron Pipe & Steel,2003,40.0792,-98.8164,35
Thailand,Iron Pipe & Steel,2003,15.688,100.845,11.1
Taiwan,Iron Pipe & Steel,2003,23.6091,120.8353,8.4
Singapore,Iron Pipe & Steel,2003,1.3389,103.8297,29.5
Republic of Korea,Iron Pipe & Steel,2003,36.338,128.16,24.8
Others,Iron Pipe & Steel,2003,,,40.1
Japan,Iron Pipe & Steel,2003,35.962,137.855,45.3
India,Iron Pipe & Steel,2003,22.741,78.236,6.5
Germany,Iron Pipe & Steel,2003,51.3819,9.9877,5.6
France,Iron Pipe & Steel,2003,46.656,2.543,26.3
China,Iron Pipe & Steel,2003,35.1753,99.3877,25.1
United States,Iron Pipe & Steel,2002,40.0792,-98.8164,34.2
Thailand,Iron Pipe & Steel,2002,15.688,100.845,7.8
Taiwan,Iron Pipe & Steel,2002,23.6091,120.8353,9.6
Singapore,Iron Pipe & Steel,2002,1.3389,103.8297,47.1
Republic of Korea,Iron Pipe & Steel,2002,36.338,128.16,14.5
Others,Iron Pipe & Steel,2002,,,64.1
Japan,Iron Pipe & Steel,2002,35.962,137.855,82.7
India,Iron Pipe & Steel,2002,22.741,78.236,5.9
Germany,Iron Pipe & Steel,2002,51.3819,9.9877,5.2
France,Iron Pipe & Steel,2002,46.656,2.543,29.3
China,Iron Pipe & Steel,2002,35.1753,99.3877,30.6
United States,Iron Pipe & Steel,2001,40.0792,-98.8164,41.8
Thailand,Iron Pipe & Steel,2001,15.688,100.845,4.2
Taiwan,Iron Pipe & Steel,2001,23.6091,120.8353,6.5
Singapore,Iron Pipe & Steel,2001,1.3389,103.8297,41.7
Republic of Korea,Iron Pipe & Steel,2001,36.338,128.16,19.6
Others,Iron Pipe & Steel,2001,,,56.6
Japan,Iron Pipe & Steel,2001,35.962,137.855,91.5
India,Iron Pipe & Steel,2001,22.741,78.236,2.7
Germany,Iron Pipe & Steel,2001,51.3819,9.9877,7.5
France,Iron Pipe & Steel,2001,46.656,2.543,13.7
China,Iron Pipe & Steel,2001,35.1753,99.3877,19.2
United States,Iron Pipe & Steel,2000,40.0792,-98.8164,28
Thailand,Iron Pipe & Steel,2000,15.688,100.845,1.9
Taiwan,Iron Pipe & Steel,2000,23.6091,120.8353,7.8
Singapore,Iron Pipe & Steel,2000,1.3389,103.8297,163.4
Republic of Korea,Iron Pipe & Steel,2000,36.338,128.16,21.7
Others,Iron Pipe & Steel,2000,,,33.6
Japan,Iron Pipe & Steel,2000,35.962,137.855,89.6
India,Iron Pipe & Steel,2000,22.741,78.236,1.3
Germany,Iron Pipe & Steel,2000,51.3819,9.9877,4.5
France,Iron Pipe & Steel,2000,46.656,2.543,11.3
China,Iron Pipe & Steel,2000,35.1753,99.3877,7.9
United States,Industrial Machine,2017,40.0792,-98.8164,377
Thailand,Industrial Machine,2017,15.688,100.845,508.1
Taiwan,Industrial Machine,2017,23.6091,120.8353,522.2
